"Order ID",Customer,City,Quantity,Price,"Total Sale Amount","Order ID",Customer,City,State
MA-2015-120712,"Carl Howard",Lowell,10,53.35,533.5,NULL,NULL,NULL,NULL
MA-2017-169901,"Matthew Carter",Lowell,5,12.42,62.1,NULL,NULL,NULL,NULL
NJ-2017-134306,"Lillian Wood",Troy,6,16.32,97.92,NULL,NULL,NULL,NULL
OR-2016-129714,"Terry Pierce",Portland,5,17.83,89.15,NULL,NULL,NULL,NULL
MA-2016-138520,"Kenneth Nelson",Lowell,5,12.42,62.1,NULL,NULL,NULL,NULL
CA-2016-130001,"Jacqueline Little","Los Angeles",10,12.42,124.2,NULL,NULL,NULL,NULL
NJ-2017-155698,"David Allen",Westfield,3,53.35,160.05,NULL,NULL,NULL,NULL
MA-2017-144904,"Wanda Cole",Lowell,6,12.42,74.52,NULL,NULL,NULL,NULL
NJ-2014-123344,"Anthony Berry",Troy,6,53.35,320.1,NULL,NULL,NULL,NULL
CT-2016-155516,"Anna Franklin",Fairfield,4,12.42,49.68,NULL,NULL,NULL,NULL
WA-2017-104745,"Gary Weaver",Seattle,9,16.32,146.88,NULL,NULL,NULL,NULL
NJ-2014-119137,"David Allen",Westfield,9,12.42,111.78,NULL,NULL,NULL,NULL
NJ-2016-134656,"Juan Wallace",Troy,9,12.42,111.78,NULL,NULL,NULL,NULL
CA-2017-134481,"Kelly Wagner","Los Angeles",1,12.42,12.42,NULL,NULL,NULL,NULL
MA-2015-130792,"Alice Davis",Lowell,2,12.42,24.84,NULL,NULL,NULL,NULL
NJ-2016-134775,"Craig Mcdonald",Troy,5,17.83,89.15,NULL,NULL,NULL,NULL
WA-2015-125395,"Gary Cook",Seattle,8,53.35,426.8,NULL,NULL,NULL,NULL
WA-2015-168935,"Mildred Moore",Seattle,6,12.42,74.52,WA-2015-168935,"Mildred Moore",Seattle,Washington
NJ-2015-122756,"Wayne Rivera",Troy,3,12.42,37.26,NULL,NULL,NULL,NULL
NJ-2014-115973,"Maria Johnston",Troy,6,17.83,106.98,NULL,NULL,NULL,NULL
MA-2017-101798,"Louise Rivera",Lowell,7,53.35,373.45,NULL,NULL,NULL,NULL
MA-2014-135972,"Heather Lawrence",Lowell,3,17.83,53.49,NULL,NULL,NULL,NULL
NJ-2014-134971,"Jessica Lewis",Troy,3,17.83,53.49,NULL,NULL,NULL,NULL
NJ-2017-102946,"Lois Castillo",Troy,7,17.83,124.81,NULL,NULL,NULL,NULL
MA-2017-165603,"Thomas Robinson",Lowell,10,53.35,533.5,NULL,NULL,NULL,NULL
CA-2015-122259,"Diana Hamilton","Los Angeles",5,12.42,62.1,NULL,NULL,NULL,NULL
CA-2016-108987,"Tina Schmidt","Los Angeles",4,12.42,49.68,NULL,NULL,NULL,NULL
CA-2014-113166,"Martha Bell","Los Angeles",6,53.35,320.1,NULL,NULL,NULL,NULL
CA-2014-155208,"Rachel Stanley","Los Angeles",10,12.42,124.2,NULL,NULL,NULL,NULL
NJ-2017-117933,"Marilyn Patterson",Westfield,5,17.83,89.15,NULL,NULL,NULL,NULL
NJ-2017-117457,"Joshua Washington",Westfield,10,12.42,124.2,NULL,NULL,NULL,NULL
NJ-2017-142636,"Christopher Oliver",Troy,8,12.42,99.36,NULL,NULL,NULL,NULL
NJ-2017-122105,"Maria Hughes",Westfield,10,12.42,124.2,NULL,NULL,NULL,NULL
WA-2016-148796,"Marilyn Carpenter",Seattle,9,12.42,111.78,NULL,NULL,NULL,NULL
MA-2017-154816,"Theresa Ellis",Lowell,5,53.35,266.75,NULL,NULL,NULL,NULL
MA-2017-110478,"Linda Morrison",Lowell,2,12.42,24.84,NULL,NULL,NULL,NULL
MA-2014-142048,"Linda Morrison",Lowell,9,53.35,480.15,NULL,NULL,NULL,NULL
NJ-2017-125388,"Anthony Berry",Troy,5,17.83,89.15,NULL,NULL,NULL,NULL
CT-2017-155705,"Annie Collins",Fairfield,4,12.42,49.68,NULL,NULL,NULL,NULL
NJ-2017-149160,"Brenda Cruz",Troy,8,53.35,426.8,NULL,NULL,NULL,NULL
WA-2014-101476,"Arthur Green",Seattle,4,12.42,49.68,NULL,NULL,NULL,NULL
CA-2017-152275,"Walter Reed","Los Angeles",7,12.42,86.94,NULL,NULL,NULL,NULL
NJ-2016-123750,"Evelyn Greene",Troy,5,12.42,62.1,NULL,NULL,NULL,NULL
NJ-2016-127369,"Bonnie Wagner",Troy,8,17.83,142.64,NJ-2016-127369,"Bonnie Wagner",Troy,"New York"
NJ-2014-150574,"Joan Harvey",Troy,7,12.42,86.94,NULL,NULL,NULL,NULL
NJ-2016-147375,"Joshua Washington",Westfield,4,16.32,65.28,NULL,NULL,NULL,NULL
MA-2017-130043,"Phillip Young",Lowell,10,12.42,124.2,NULL,NULL,NULL,NULL
NJ-2017-157252,"Jeffrey Miller",Troy,1,53.35,53.35,NULL,NULL,NULL,NULL
CA-2016-115756,"Robin Murphy","Los Angeles",9,16.32,146.88,NULL,NULL,NULL,NULL
OR-2017-154214,"Brian Bryant",Portland,5,16.32,81.6,NULL,NULL,NULL,NULL
NJ-2016-166674,"Billy Reed",Troy,5,17.83,89.15,NULL,NULL,NULL,NULL
CA-2017-147277,"Kathy Porter","Los Angeles",5,12.42,62.1,NULL,NULL,NULL,NULL
MA-2016-100153,"Jean Torres",Lowell,5,12.42,62.1,NULL,NULL,NULL,NULL
NJ-2014-110674,"Jimmy Bailey",Troy,2,12.42,24.84,NULL,NULL,NULL,NULL
OR-2016-157945,"Jean Griffin",Portland,10,12.42,124.2,NULL,NULL,NULL,NULL
NJ-2015-109638,"Sean Weaver",Westfield,9,53.35,480.15,NULL,NULL,NULL,NULL
CA-2016-109869,"Frances Parker","Los Angeles",1,16.32,16.32,NULL,NULL,NULL,NULL
MA-2015-101399,"Michael Foster",Lowell,4,12.42,49.68,NULL,NULL,NULL,NULL
MA-2017-154907,"Cheryl Myers",Lowell,6,12.42,74.52,NULL,NULL,NULL,NULL
MA-2016-100419,"Jerry Palmer",Lowell,5,17.83,89.15,NULL,NULL,NULL,NULL
NJ-2015-154144,"Cynthia Mccoy",Westfield,4,53.35,213.4,NULL,NULL,NULL,NULL
WA-2014-144666,"Charles Collins",Seattle,6,12.42,74.52,NULL,NULL,NULL,NULL
NJ-2016-103891,"Juan Reed",Troy,9,12.42,111.78,NULL,NULL,NULL,NULL
WA-2016-152632,"Gary Cook",Seattle,2,16.32,32.64,NULL,NULL,NULL,NULL
MA-2016-100790,"Carolyn Scott",Lowell,10,16.32,163.2,NULL,NULL,NULL,NULL
MA-2014-134677,"Martha Brown",Lowell,6,16.32,97.92,NULL,NULL,NULL,NULL
NJ-2014-127691,"Adam Russell",Westfield,1,12.42,12.42,NULL,NULL,NULL,NULL
NJ-2017-140963,"Debra Allen",Troy,1,12.42,12.42,NULL,NULL,NULL,NULL
WA-2014-154627,"Lisa Morrison",Seattle,2,17.83,35.66,NULL,NULL,NULL,NULL
WA-2014-133753,"Gary Weaver",Seattle,4,16.32,65.28,WA-2014-133753,"Gary Weaver",Seattle,Washington
NJ-2014-113362,"Ashley Spencer",Troy,3,17.83,53.49,NULL,NULL,NULL,NULL
WA-2016-169166,"Jerry Davis",Seattle,7,17.83,124.81,NULL,NULL,NULL,NULL
MA-2016-120929,"Alice Kelly",Lowell,4,53.35,213.4,NULL,NULL,NULL,NULL
MA-2015-134782,"Rose Baker",Lowell,10,17.83,178.3,NULL,NULL,NULL,NULL
MA-2016-126158,"Kevin Torres",Lowell,4,16.32,65.28,NULL,NULL,NULL,NULL
NJ-2016-105578,"Joshua Campbell",Troy,10,17.83,178.3,NULL,NULL,NULL,NULL
NJ-2017-134978,"Joshua Campbell",Troy,10,12.42,124.2,NULL,NULL,NULL,NULL
MA-2015-145352,"Harold Schmidt",Lowell,2,12.42,24.84,NULL,NULL,NULL,NULL
WA-2017-135307,"Jeremy Baker",Seattle,8,12.42,99.36,NULL,NULL,NULL,NULL
NJ-2016-106341,"Kimberly Little",Troy,6,12.42,74.52,NULL,NULL,NULL,NULL
NJ-2017-163405,"Shirley Murray",Troy,1,12.42,12.42,NULL,NULL,NULL,NULL
NJ-2017-127432,"Nancy Stephens",Troy,9,12.42,111.78,NULL,NULL,NULL,NULL
NJ-2015-157812,"Joe Ryan",Troy,2,12.42,24.84,NULL,NULL,NULL,NULL
MA-2017-145142,"Wanda Cole",Lowell,2,12.42,24.84,NULL,NULL,NULL,NULL
NJ-2016-139486,"Antonio Mason",Troy,8,17.83,142.64,NULL,NULL,NULL,NULL
NJ-2015-158792,"Joan Thompson",Troy,7,17.83,124.81,NULL,NULL,NULL,NULL
NJ-2017-113558,"Kimberly Adams",Troy,3,16.32,48.96,NULL,NULL,NULL,NULL
MA-2015-138303,"Linda Morrison",Lowell,4,12.42,49.68,NULL,NULL,NULL,NULL
MA-2015-102848,"Virginia Foster",Lowell,1,12.42,12.42,NULL,NULL,NULL,NULL
MA-2017-129441,"Janice Mason",Lowell,4,12.42,49.68,NULL,NULL,NULL,NULL
WA-2016-168753,"Russell Cooper",Seattle,4,16.32,65.28,NULL,NULL,NULL,NULL
MA-2016-126613,"Roger Gomez",Lowell,5,12.42,62.1,NULL,NULL,NULL,NULL
NJ-2017-122637,"Jacqueline Wheeler",Westfield,8,12.42,99.36,NULL,NULL,NULL,NULL
CA-2015-147851,"Gerald Mcdonald","Los Angeles",4,12.42,49.68,NULL,NULL,NULL,NULL
CA-2015-134894,"Angela Fowler","Los Angeles",5,53.35,266.75,NULL,NULL,NULL,NULL
NJ-2014-140795,"Martha Mills",Westfield,10,12.42,124.2,NJ-2014-140795,"Martha Mills",Westfield,"New Jersey"
NJ-2016-136924,"Adam Russell",Westfield,3,16.32,48.96,NULL,NULL,NULL,NULL
NJ-2015-120161,"Judith Gray",Westfield,5,53.35,266.75,NULL,NULL,NULL,NULL
NJ-2014-103849,"Anthony Ruiz",Westfield,7,53.35,373.45,NULL,NULL,NULL,NULL
NJ-2017-162929,"Frances Campbell",Troy,10,53.35,533.5,NULL,NULL,NULL,NULL
WA-2015-113173,"Craig Thomas",Seattle,9,17.83,160.47,NULL,NULL,NULL,NULL
NJ-2016-136406,"Joe Ryan",Troy,2,16.32,32.64,NULL,NULL,NULL,NULL
NJ-2017-112774,"Chris George",Westfield,9,53.35,480.15,NULL,NULL,NULL,NULL
NJ-2017-101945,"Craig Mcdonald",Troy,10,12.42,124.2,NULL,NULL,NULL,NULL
MA-2017-100650,"Alice Davis",Lowell,5,53.35,266.75,NULL,NULL,NULL,NULL
CA-2014-155852,"Michelle Sanchez","Los Angeles",10,53.35,533.5,NULL,NULL,NULL,NULL
NJ-2016-113243,"Kenneth Lane",Troy,7,16.32,114.24,NULL,NULL,NULL,NULL
MA-2017-118731,"Carolyn Scott",Lowell,3,12.42,37.26,NULL,NULL,NULL,NULL
WA-2014-145576,"Jason Jackson",Seattle,6,17.83,106.98,NULL,NULL,NULL,NULL
WA-2015-130736,"Beverly Garcia",Seattle,4,12.42,49.68,NULL,NULL,NULL,NULL
CT-2017-137099,"Alan Dean",Fairfield,5,12.42,62.1,NULL,NULL,NULL,NULL
CT-2017-156951,"Cheryl Henderson",Fairfield,3,12.42,37.26,NULL,NULL,NULL,NULL
NJ-2017-164826,"Randy Willis",Westfield,2,12.42,24.84,NULL,NULL,NULL,NULL
NV-2016-127250,"Doris Diaz","Las Vegas",2,53.35,106.7,NULL,NULL,NULL,NULL
NJ-2015-149713,"Wayne Rivera",Troy,7,12.42,86.94,NULL,NULL,NULL,NULL
